start_time,end_time,start_time_iso,end_time_iso,project_id,num_model_requests,user_id,api_key_id,model,batch,service_tier,input_tokens,output_tokens,input_cached_tokens,input_uncached_tokens,input_text_tokens,output_text_tokens,input_cached_text_tokens,input_audio_tokens,input_cached_audio_tokens,output_audio_tokens,input_image_tokens,input_cached_image_tokens,output_image_tokens
1770914040,1770914100,2026-02-12T16:34:00+00:00,2026-02-12T16:35:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,13,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,213470,2019,7424,206046,206046,2019,7424,0,0,0,0,0,0
1770914100,1770914160,2026-02-12T16:35:00+00:00,2026-02-12T16:36:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,6,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,107677,1192,7424,100253,100253,1192,7424,0,0,0,0,0,0
1770914160,1770914220,2026-02-12T16:36:00+00:00,2026-02-12T16:37:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,15,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,137284,3629,29696,107588,107588,3629,29696,0,0,0,0,0,0
1770914220,1770914280,2026-02-12T16:37:00+00:00,2026-02-12T16:38:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,7,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,109423,931,5888,103535,103535,931,5888,0,0,0,0,0,0
1770914280,1770914340,2026-02-12T16:38:00+00:00,2026-02-12T16:39:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,13,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,120287,1443,11776,108511,108511,1443,11776,0,0,0,0,0,0
1770914340,1770914400,2026-02-12T16:39:00+00:00,2026-02-12T16:40:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,12,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,212915,2148,10240,202675,202675,2148,10240,0,0,0,0,0,0
1770914400,1770914460,2026-02-12T16:40:00+00:00,2026-02-12T16:41:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,9,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,112098,1274,8448,103650,103650,1274,8448,0,0,0,0,0,0
1770914460,1770914520,2026-02-12T16:41:00+00:00,2026-02-12T16:42:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,18,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,140692,2972,29440,111252,111252,2972,29440,0,0,0,0,0,0
1770914520,1770914580,2026-02-12T16:42:00+00:00,2026-02-12T16:43:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,11,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,118832,1700,14848,103984,103984,1700,14848,0,0,0,0,0,0
1770914580,1770914640,2026-02-12T16:43:00+00:00,2026-02-12T16:44:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,10,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,210685,1991,7424,203261,203261,1991,7424,0,0,0,0,0,0
1770914640,1770914700,2026-02-12T16:44:00+00:00,2026-02-12T16:45:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,10,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,117876,1490,14848,103028,103028,1490,14848,0,0,0,0,0,0
1770914700,1770914760,2026-02-12T16:45:00+00:00,2026-02-12T16:46:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,9,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,117574,1918,14848,102726,102726,1918,14848,0,0,0,0,0,0
1770914760,1770914820,2026-02-12T16:46:00+00:00,2026-02-12T16:47:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,12,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,117865,2062,10240,107625,107625,2062,10240,0,0,0,0,0,0
1770914820,1770914880,2026-02-12T16:47:00+00:00,2026-02-12T16:48:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,9,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,113257,1641,7168,106089,106089,1641,7168,0,0,0,0,0,0
1770914880,1770914940,2026-02-12T16:48:00+00:00,2026-02-12T16:49:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,12,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,123555,2724,16128,107427,107427,2724,16128,0,0,0,0,0,0
1770914940,1770915000,2026-02-12T16:49:00+00:00,2026-02-12T16:50:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,10,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,120143,2155,14848,105295,105295,2155,14848,0,0,0,0,0,0
1770915000,1770915060,2026-02-12T16:50:00+00:00,2026-02-12T16:51:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,5,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,106648,850,7424,99224,99224,850,7424,0,0,0,0,0,0
1770915060,1770915120,2026-02-12T16:51:00+00:00,2026-02-12T16:52:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,10,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,111508,1472,7424,104084,104084,1472,7424,0,0,0,0,0,0
1770915120,1770915180,2026-02-12T16:52:00+00:00,2026-02-12T16:53:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,9,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,111445,1205,7424,104021,104021,1205,7424,0,0,0,0,0,0
1770915180,1770915240,2026-02-12T16:53:00+00:00,2026-02-12T16:54:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,16,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,135619,2253,28160,107459,107459,2253,28160,0,0,0,0,0,0
1770915240,1770915300,2026-02-12T16:54:00+00:00,2026-02-12T16:55:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,16,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,128329,2283,19200,109129,109129,2283,19200,0,0,0,0,0,0
1770915300,1770915360,2026-02-12T16:55:00+00:00,2026-02-12T16:56:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,11,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,115989,2473,5760,110229,110229,2473,5760,0,0,0,0,0,0
1770915360,1770915420,2026-02-12T16:56:00+00:00,2026-02-12T16:57:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,2,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,201066,3477,98816,102250,102250,3477,98816,0,0,0,0,0,0
1770915420,1770915480,2026-02-12T16:57:00+00:00,2026-02-12T16:58:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,5,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,109922,2147,5888,104034,104034,2147,5888,0,0,0,0,0,0
1770915480,1770915540,2026-02-12T16:58:00+00:00,2026-02-12T16:59:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,14,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,118354,2238,8576,109778,109778,2238,8576,0,0,0,0,0,0
1770915540,1770915600,2026-02-12T16:59:00+00:00,2026-02-12T17:00:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,10,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,212027,2950,8448,203579,203579,2950,8448,0,0,0,0,0,0
1770915600,1770915660,2026-02-12T17:00:00+00:00,2026-02-12T17:01:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,9,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,210933,2744,204672,6261,6261,2744,204672,0,0,0,0,0,0
1770915660,1770915720,2026-02-12T17:01:00+00:00,2026-02-12T17:02:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,14,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,128029,1874,19072,108957,108957,1874,19072,0,0,0,0,0,0
1770915720,1770915780,2026-02-12T17:02:00+00:00,2026-02-12T17:03:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,13,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,122731,2202,13312,109419,109419,2202,13312,0,0,0,0,0,0
1770915780,1770915840,2026-02-12T17:03:00+00:00,2026-02-12T17:04:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,15,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,214859,2738,7424,207435,207435,2738,7424,0,0,0,0,0,0
1770915840,1770915900,2026-02-12T17:04:00+00:00,2026-02-12T17:05:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,17,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,49199,3059,32384,16815,16815,3059,32384,0,0,0,0,0,0
1770915900,1770915960,2026-02-12T17:05:00+00:00,2026-02-12T17:06:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,25,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,51010,2206,14976,36034,36034,2206,14976,0,0,0,0,0,0
1770915960,1770916020,2026-02-12T17:06:00+00:00,2026-02-12T17:07:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,3,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,314782,4511,95872,218910,218910,4511,95872,0,0,0,0,0,0
1770916020,1770916080,2026-02-12T17:07:00+00:00,2026-02-12T17:08:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,8,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,123717,2781,118400,5317,5317,2781,118400,0,0,0,0,0,0
1770916080,1770916140,2026-02-12T17:08:00+00:00,2026-02-12T17:09:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,10,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,402494,4645,292352,110142,110142,4645,292352,0,0,0,0,0,0
1770916140,1770916200,2026-02-12T17:09:00+00:00,2026-02-12T17:10:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,15,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,128576,1708,23808,104768,104768,1708,23808,0,0,0,0,0,0
1770916200,1770916260,2026-02-12T17:10:00+00:00,2026-02-12T17:11:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,17,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,225833,1948,19200,206633,206633,1948,19200,0,0,0,0,0,0
1770916260,1770916320,2026-02-12T17:11:00+00:00,2026-02-12T17:12:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,16,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,45856,3097,32384,13472,13472,3097,32384,0,0,0,0,0,0
1770916320,1770916380,2026-02-12T17:12:00+00:00,2026-02-12T17:13:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,8,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,211706,4900,99328,112378,112378,4900,99328,0,0,0,0,0,0
1770916380,1770916440,2026-02-12T17:13:00+00:00,2026-02-12T17:14:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,12,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,121811,1945,16128,105683,105683,1945,16128,0,0,0,0,0,0
1770916440,1770916500,2026-02-12T17:14:00+00:00,2026-02-12T17:15:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,9,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,114890,2469,8960,105930,105930,2469,8960,0,0,0,0,0,0
1770916500,1770916560,2026-02-12T17:15:00+00:00,2026-02-12T17:16:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,11,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,119776,3516,12288,107488,107488,3516,12288,0,0,0,0,0,0
1770916560,1770916620,2026-02-12T17:16:00+00:00,2026-02-12T17:17:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,10,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,117440,1862,13312,104128,104128,1862,13312,0,0,0,0,0,0
1770916620,1770916680,2026-02-12T17:17:00+00:00,2026-02-12T17:18:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,16,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,130835,2409,22272,108563,108563,2409,22272,0,0,0,0,0,0
1770916680,1770916740,2026-02-12T17:18:00+00:00,2026-02-12T17:19:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,13,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,130610,2485,20736,109874,109874,2485,20736,0,0,0,0,0,0
1770916740,1770916800,2026-02-12T17:19:00+00:00,2026-02-12T17:20:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,15,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,132852,2758,20608,112244,112244,2758,20608,0,0,0,0,0,0
1770916800,1770916860,2026-02-12T17:20:00+00:00,2026-02-12T17:21:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,13,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,125536,1826,19200,106336,106336,1826,19200,0,0,0,0,0,0
1770916860,1770916920,2026-02-12T17:21:00+00:00,2026-02-12T17:22:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,24,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,40913,2172,22272,18641,18641,2172,22272,0,0,0,0,0,0
1770916920,1770916980,2026-02-12T17:22:00+00:00,2026-02-12T17:23:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,15,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,137507,2911,24832,112675,112675,2911,24832,0,0,0,0,0,0
1770916980,1770917040,2026-02-12T17:23:00+00:00,2026-02-12T17:24:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,14,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,131992,3157,22272,109720,109720,3157,22272,0,0,0,0,0,0
1770917040,1770917100,2026-02-12T17:24:00+00:00,2026-02-12T17:25:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,9,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,208711,2201,7424,201287,201287,2201,7424,0,0,0,0,0,0
1770917100,1770917160,2026-02-12T17:25:00+00:00,2026-02-12T17:26:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,14,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,127348,2280,22272,105076,105076,2280,22272,0,0,0,0,0,0
1770917160,1770917220,2026-02-12T17:26:00+00:00,2026-02-12T17:27:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,14,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,128841,2643,20736,108105,108105,2643,20736,0,0,0,0,0,0
1770917220,1770917280,2026-02-12T17:27:00+00:00,2026-02-12T17:28:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,15,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,222021,2754,16128,205893,205893,2754,16128,0,0,0,0,0,0
1770917280,1770917340,2026-02-12T17:28:00+00:00,2026-02-12T17:29:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,10,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,119249,2048,14848,104401,104401,2048,14848,0,0,0,0,0,0
1770917340,1770917400,2026-02-12T17:29:00+00:00,2026-02-12T17:30:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,19,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,146676,3608,32384,114292,114292,3608,32384,0,0,0,0,0,0
1770917400,1770917460,2026-02-12T17:30:00+00:00,2026-02-12T17:31:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,14,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,122386,2205,14848,107538,107538,2205,14848,0,0,0,0,0,0
1770917460,1770917520,2026-02-12T17:31:00+00:00,2026-02-12T17:32:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,18,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,139042,2651,26496,112546,112546,2651,26496,0,0,0,0,0,0
1770917520,1770917580,2026-02-12T17:32:00+00:00,2026-02-12T17:33:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,7,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,110296,1314,7424,102872,102872,1314,7424,0,0,0,0,0,0
1770917580,1770917640,2026-02-12T17:33:00+00:00,2026-02-12T17:34:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,17,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,136273,2481,26624,109649,109649,2481,26624,0,0,0,0,0,0
1770917640,1770917700,2026-02-12T17:34:00+00:00,2026-02-12T17:35:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,11,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,113466,3231,7424,106042,106042,3231,7424,0,0,0,0,0,0
1770917700,1770917760,2026-02-12T17:35:00+00:00,2026-02-12T17:36:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,15,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,220040,2294,12928,207112,207112,2294,12928,0,0,0,0,0,0
1770917760,1770917820,2026-02-12T17:36:00+00:00,2026-02-12T17:37:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,7,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,207675,2420,8960,198715,198715,2420,8960,0,0,0,0,0,0
1770917820,1770917880,2026-02-12T17:37:00+00:00,2026-02-12T17:38:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,11,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,209616,1331,7424,202192,202192,1331,7424,0,0,0,0,0,0
1770917880,1770917940,2026-02-12T17:38:00+00:00,2026-02-12T17:39:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,14,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,129788,2464,23808,105980,105980,2464,23808,0,0,0,0,0,0
1770917940,1770918000,2026-02-12T17:39:00+00:00,2026-02-12T17:40:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,12,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,120325,2195,11776,108549,108549,2195,11776,0,0,0,0,0,0
1770918000,1770918060,2026-02-12T17:40:00+00:00,2026-02-12T17:41:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,12,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,501597,3576,297472,204125,204125,3576,297472,0,0,0,0,0,0
1770918060,1770918120,2026-02-12T17:41:00+00:00,2026-02-12T17:42:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,13,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,114961,2000,5888,109073,109073,2000,5888,0,0,0,0,0,0
1770918120,1770918180,2026-02-12T17:42:00+00:00,2026-02-12T17:43:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,16,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,130436,2061,22272,108164,108164,2061,22272,0,0,0,0,0,0
1770918180,1770918240,2026-02-12T17:43:00+00:00,2026-02-12T17:44:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,16,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,214393,2454,8704,205689,205689,2454,8704,0,0,0,0,0,0
1770918240,1770918300,2026-02-12T17:44:00+00:00,2026-02-12T17:45:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,8,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,120163,3385,13312,106851,106851,3385,13312,0,0,0,0,0,0
1770918300,1770918360,2026-02-12T17:45:00+00:00,2026-02-12T17:46:00+00:00,proj_j6HivvBQCHp8TPYU2csX499s,12,user-F77XTHn236P2ThNChL6zDdiW,key_0ssv9apwMhKSUmpS,gpt-5.1-2025-11-13,FALSE,default,122893,2820,16384,106509,106509,2820,16384,0,0,0,0,0,0
